OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,GLOBALID,INSTALL_YR,INSTALL_MO,LAT,LON,shape,data_as_of,data_loaded_at,analysis_neighborhood,supervisor_district,SF Find Neighborhoods 2,Current Police Districts 2,Current Supervisor Districts 2,Analysis Neighborhoods 2,Analysis Neighborhoods - 2010 census tracts assigned to neighborhoods 2,"CBD, BID and GBD Boundaries as of 2017 2",Central Market/Tenderloin Boundary Polygon - Updated 2,Neighborhoods
11546,5000 03rd Street,Bank of America,03RD,SIDEWALK,1,2,,2017,2,37.733253999999995,-122.391328,POINT (-122.391328364 37.733253605),1/29/2020 12:38,6/17/2024 10:17,Bayview Hunters Point,10,87,2,9,1,26,,,87
11023,None,Garden for SF Homeless Connect,OCTAVIA,SIDEWALK,1,2,,2012,2,37.774159999999995,-122.423826,POINT (-122.423826393 37.774160344),1/29/2020 12:38,6/17/2024 10:17,Hayes Valley,6,26,4,11,9,37,,,26
20523,2598 Vicente,N,Vicente,SIDEWALK,1,2,,2022,9,,,POINT (-122.494667205 37.738483456),2/3/2023 15:54,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,144,,,39
20267,1700 Van Ness,Staples,Van Ness,SIDEWALK,1,2,,2022,2,,,POINT (-122.422442056 37.791365814),2/3/2023 15:10,6/17/2024 10:17,Nob Hill,3,105,4,3,21,44,,,105
10622,986 MARKET ST,Equator Coffee,MARKET,SIDEWALK,4,8,,2015,8,37.782585,-122.41004,POINT (-122.410040348 37.782584867),1/29/2020 12:38,6/17/2024 10:17,Tenderloin,5,20,5,10,36,131,6,1,20
11528,675 PORTOLA DR,Prudential,PORTOLA,SIDEWALK,1,2,,2010,0,37.744555,-122.452549,POINT (-122.452548792 37.744555008),1/29/2020 12:38,6/17/2024 10:17,West of Twin Peaks,7,72,9,8,41,109,,,72
12016,Belden Street,Belden Place,PINE,SIDEWALK,2,4,,2017,1,37.791664,-122.403805,POINT (-122.403805111 37.791663702),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,3,108,6,3,8,43,,,108
12026,333 Divisidero St,Gamescape,DIVISADERO,SIDEWALK,1,2,,2017,6,37.772497,-122.437431,POINT (-122.437430669 37.772497196),1/29/2020 12:38,6/17/2024 10:17,Haight Ashbury,5,112,7,11,3,183,,,112
10806,701 MISSION ST,Yerba Buena Center,MISSION,SIDEWALK,1,2,,2010,11,37.785793,-122.402411,POINT (-122.402410795 37.785793002),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,6,32,1,10,8,25,4,,32
12470,540 CLEMENT ST,540 Club,CLEMENT,SIDEWALK,1,2,,2012,3,37.783173999999995,-122.465097,POINT (-122.465097286 37.783174116),1/29/2020 12:38,6/17/2024 10:17,Inner Richmond,1,5,8,4,11,97,,,5
9560,1981 UNION ST,lululemon athletica,UNION,SIDEWALK,1,2,,2013,7,37.797317,-122.431797,POINT (-122.431796789 37.797317003),1/29/2020 12:38,6/17/2024 10:17,Marina,2,15,4,6,13,81,,,15
11981,735 MONTGOMERY ST,multiple,MONTGOMERY,SIDEWALK,1,2,,2006,0,37.796211,-122.403742,POINT (-122.403741793 37.796211),1/29/2020 12:38,6/17/2024 10:17,Chinatown,3,106,6,3,6,55,,,106
11056,600 ARGUELLO BLVD,Rossi Pool,ARGUELLO,SIDEWALK,4,8,,2012,5,37.778779,-122.457423,POINT (-122.457422787 37.778779006),1/29/2020 12:38,6/17/2024 10:17,Lone Mountain/USF,1,12,8,4,18,75,,,12
10279,2407 Noriega,dental health of sf,NORIEGA,SIDEWALK,1,2,,2016,8,37.753600999999996,-122.489413,POINT (-122.489413201 37.753601484),1/29/2020 12:38,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,29,,,39
12379,3901 NORIEGA ST,The Pizza Place,NORIEGA,SIDEWALK,2,4,,2010,0,37.752693,-122.505595,POINT (-122.505594783 37.752693012),1/29/2020 12:38,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,103,,,39
12542,224 6th Street,Woodenman Muay Thai,6th Street,SIDEWALK,2,4,,2019,12,37.77941917,-122.4067737,POINT (-122.406773696 37.779419167),1/31/2020 14:21,6/17/2024 10:17,South of Market,6,32,1,10,34,35,,,32
9077,720 MARKET ST,Mazarine Coffee LLC,MARKET,SIDEWALK,2,4,,2015,10,37.787338999999996,-122.404015,POINT (-122.404014918 37.78733852),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,6,19,5,3,8,43,5,,19
14367,269 S Van Ness,VCA All Pets Hospital,S Van Ness,SIDEWALK,1,2,,2021,11,,,POINT (-122.417860333 37.768868623),12/29/2021 16:46,6/17/2024 10:17,Mission,9,53,3,2,20,89,,,53
10027,1901 SAN JOSE AVE,Roxie Food Center,SAN JOSE,SIDEWALK,1,2,,2013,8,37.726676999999995,-122.441204,POINT (-122.441204096 37.72667673),1/29/2020 12:38,6/17/2024 10:17,Outer Mission,11,94,9,1,28,186,,,94
12146,2760 Mission St,Liberation Law Group,MISSION,SIDEWALK,1,2,,2017,4,37.752863999999995,-122.41859,POINT (-122.418590159 37.752864446),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,87,,,53
13806,101 Mission,Office Building,Mission,SIDEWALK,4,8,,2020,9,,,POINT (-122.394169386 37.792462196),12/31/2020 12:01,6/17/2024 10:17,Financial District/South Beach,6,108,1,10,8,25,3,,108
11265,44 GOUGH ST,multiple,GOUGH,SIDEWALK,1,2,,2004,0,37.772707,-122.420953,POINT (-122.420952793 37.772707004),1/29/2020 12:38,6/17/2024 10:17,Mission,6,32,1,10,20,89,,1,32
8656,3016 Taraval Street,Andytown Coffee Roasters,Taraval Street,SIDEWALK,2,4,,2018,4,0,0,POINT (-122.498701348 37.742284891),1/29/2020 12:38,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,144,,,39
10341,2201 SUTTER ST,Iyengar Yoga Institute of San Francisco,SUTTER,SIDEWALK,2,4,,2015,1,37.785464999999995,-122.436727,POINT (-122.43672679 37.785465004),1/29/2020 12:38,6/17/2024 10:17,Japantown,5,103,4,11,15,4,,,103
12611,1275 Connecticut St,Danzhaus,Connecticut St,SIDEWALK,1,2,,2019,12,37.75017031,-122.3963029,POINT (-122.396302867 37.750170309),1/31/2020 14:21,6/17/2024 10:17,Bayview Hunters Point,10,54,2,9,1,21,,,54
11035,2095 HARRISON ST,Project Commotion,HARRISON,SIDEWALK,2,4,,2013,7,37.764804999999996,-122.412693,POINT (-122.412692796 37.764805003),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,180,,,53
12613,741 Valencia Street,Tacolicious,Valencia Street,SIDEWALK,3,6,,2019,12,37.76101925,-122.4215027,POINT (-122.421502714 37.761019249),1/31/2020 14:21,6/17/2024 10:17,Mission,9,53,3,2,20,177,,,53
10001,620 SHRADER ST,UNKNOWN,SHRADER,SIDEWALK,1,2,,2004,0,37.769031,-122.451772,POINT (-122.451771789 37.769031006),1/29/2020 12:38,6/17/2024 10:17,Haight Ashbury,5,25,7,11,3,91,,,25
20265,1251 Grove Street,Magnolia Properties Inc,Grove Street,SIDEWALK,2,4,,2022,2,,,POINT (-122.437196576 37.776034556),2/3/2023 15:10,6/17/2024 10:17,Hayes Valley,5,23,4,11,9,1,,,23
20282,1777 Fulton St,Papalote,Fulton St,SIDEWALK,1,2,,2022,2,,,POINT (-122.446027307 37.77586633),2/3/2023 15:10,6/17/2024 10:17,Lone Mountain/USF,2,97,7,11,18,74,,,97
12847,2450 Clement,,Clement,SIDEWALK,1,2,,2019,12,37.78200787,-122.4854192,POINT (-122.485419156 37.782007866),1/31/2020 14:21,6/17/2024 10:17,Outer Richmond,1,8,8,4,29,142,,,8
10468,100 SANSOME ST,UNKNOWN,SANSOME,SIDEWALK,1,2,,2003,0,37.791495,-122.400437,POINT (-122.400436794 37.791495001),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,3,108,6,3,8,43,,,108
9154,1449 MISSION ST,Henry Gertmenian Co.,MISSION,SIDEWALK,1,2,,0,0,37.774578,-122.416165,POINT (-122.416165094 37.774578183),1/29/2020 12:38,6/17/2024 10:17,South of Market,6,32,1,10,34,181,7,1,32
20480,800 Cortland Ave,Mix Traditions,Cortland Ave,SIDEWALK,1,2,,2023,1,,,POINT (-122.41449572 37.738878186),2/3/2023 15:21,6/17/2024 10:17,Bernal Heights,9,83,9,2,2,163,,,83
11170,1032 IRVING ST,UPS Store,IRVING,SIDEWALK,1,2,,2006,0,37.764157999999995,-122.46912,POINT (-122.469119787 37.764158008),1/29/2020 12:38,6/17/2024 10:17,Inner Sunset,7,109,10,11,14,151,,,109
11326,4780 MISSION ST,Burger King,MISSION,SIDEWALK,1,2,,2004,0,37.721697999999996,-122.437366,POINT (-122.437365797 37.72169801),1/29/2020 12:38,6/17/2024 10:17,Outer Mission,11,80,9,1,28,122,,,80
12066,4243 18TH ST,Takara Sushi,18TH,SIDEWALK,1,2,,2006,0,37.760580999999995,-122.436833,POINT (-122.436832792 37.760581006),1/29/2020 12:38,6/17/2024 10:17,Castro/Upper Market,8,38,3,5,5,171,9,,38
9965,1508 TARAVAL ST,Sevan Liquor and Deli,TARAVAL,SIDEWALK,1,2,,2010,0,37.742996999999995,-122.482402,POINT (-122.482401788 37.742997011),1/29/2020 12:38,6/17/2024 10:17,Sunset/Parkside,4,40,10,7,35,31,,,40
9833,112 12TH ST,warehouse,12TH,SIDEWALK,1,2,,2004,0,37.771868999999995,-122.417859,POINT (-122.417858795 37.771869004),1/29/2020 12:38,6/17/2024 10:17,Mission,6,32,1,10,20,180,,1,32
9655,540 09TH ST,MUJI,09TH,SIDEWALK,2,4,,2013,9,37.770554,-122.40817,POINT (-122.408169796 37.770554003),1/29/2020 12:38,6/17/2024 10:17,South of Market,6,33,1,10,34,179,,,33
21289,63 Woodward St,,Woodward St,SIDEWALK,1,2,,2023,6,,,POINT (-122.420754977 37.76888366),11/13/2023 15:39,6/17/2024 10:17,Mission,9,53,3,2,20,89,,,53
12427,2857 24TH ST,Galeria de la Raza,24TH,SIDEWALK,1,2,,2004,0,37.752513,-122.409322,POINT (-122.409322098 37.752513385),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,194,,,53
9510,180 STEUART ST,USPS,STEUART,SIDEWALK,1,2,,2010,11,37.792244,-122.392238,POINT (-122.392238196 37.79224415),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,6,108,1,10,8,25,,,108
11384,450 CHURCH ST,Everett Middle School,CHURCH,PARCEL,10,20,,0,0,37.763537,-122.429633,POINT (-122.429632793 37.763537006),1/29/2020 12:38,6/17/2024 10:17,Castro/Upper Market,8,37,3,5,5,88,,,37
14174,3098 23rd Street,Parque Niños Unidos,23rd Street,SIDEWALK,3,6,,2021,3,,,POINT (-122.414125031 37.754113668),12/29/2021 16:46,6/17/2024 10:17,Mission,9,53,3,2,20,195,,,53
21491,3460 25th Street,,25th Street,SIDEWALK,1,2,,2024,4,,,POINT (-122.419700996 37.750751007),1/26/2024 11:52,6/17/2024 10:17,Mission,9,53,3,2,20,87,,,53
12269,4567 MISSION ST,Jupiter Market,MISSION,SIDEWALK,1,2,,2015,1,37.725058,-122.434092,POINT (-122.434092297 37.725057709),1/29/2020 12:38,6/17/2024 10:17,Excelsior,11,90,9,1,7,157,,,90
12823,4039 18th,Rooster and Rice,18th,SIDEWALK,1,2,,2019,12,37.76096428,-122.4336068,POINT (-122.433606779 37.760964278),1/31/2020 14:21,6/17/2024 10:17,Castro/Upper Market,8,38,3,5,5,162,,,38
13601,4049 Third Street,,Third Street,SIDEWALK,3,6,,2020,5,,,POINT (-122.388696019 37.740724634),6/19/2020 15:47,6/17/2024 10:17,Bayview Hunters Point,10,86,2,9,1,21,,,86
11560,78 GOUGH ST,Department Seventeen,GOUGH,SIDEWALK,1,2,,2012,9,37.77343,-122.422053,POINT (-122.422052793 37.773430004),1/29/2020 12:38,6/17/2024 10:17,Hayes Valley,6,21,4,11,9,37,,,21
12121,4301 03RD ST,College Track,03RD,SIDEWALK,1,2,,2015,6,37.738338,-122.389071,POINT (-122.389070802 37.738338005),1/29/2020 12:38,6/17/2024 10:17,Bayview Hunters Point,10,86,2,9,1,26,,,86
10149,33 KEARNY ST,Discount Camera,KEARNY,SIDEWALK,1,2,,2010,11,37.788261,-122.403851,POINT (-122.403850793 37.788261002),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,3,19,6,3,8,43,5,,19
22087,3614 18th St,Fayes,18th St,ROADWAY,5,10,,2024,3,,,POINT (-122.424222359 37.761572538),2/1/2024 11:58,6/17/2024 10:17,Mission,8,37,3,5,20,76,,,37
11351,5626 GEARY BLVD,Gables Sationary,GEARY,SIDEWALK,1,2,,2012,4,37.780615999999995,-122.479938,POINT (-122.479937784 37.780616008),1/29/2020 12:38,6/17/2024 10:17,Outer Richmond,1,8,8,4,29,28,,,8
9559,3001 TARAVAL ST,Walgreens,TARAVAL,SIDEWALK,1,2,,2010,0,37.741783999999996,-122.498697,POINT (-122.498696786 37.741784012),1/29/2020 12:38,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,144,,,39
9843,1234 VALENCIA ST,Yoga Tree,VALENCIA,ROADWAY,5,10,,2011,12,37.7531,-122.421033,POINT (-122.421032796 37.753100006),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,5,20,176,,,53
13968,111 7th St,,,SIDEWALK,2,4,,2020,9,,,POINT (-122.410706962 37.779017075),12/31/2020 12:19,6/17/2024 10:17,South of Market,6,32,1,10,34,181,7,1,32
10664,98 WEST PORTAL AVE,Chase Bank,WEST PORTAL,SIDEWALK,1,2,,2015,1,37.739979999999996,-122.467121,POINT (-122.46712089 37.73998031),1/29/2020 12:38,6/17/2024 10:17,West of Twin Peaks,7,46,10,8,41,149,,,46
8980,1050 Larkin St,Art Gallery of some sort,Larkin St,SIDEWALK,1,1,,2017,9,0,0,POINT (-122.41816666 37.787720079),1/29/2020 12:38,6/17/2024 10:17,Nob Hill,3,50,6,3,21,11,,,50
11318,3170 16TH ST,Big Lantern restaurant,16TH,SIDEWALK,1,2,,2002,0,37.765077999999995,-122.423375,POINT (-122.423375293 37.765078425),1/29/2020 12:38,6/17/2024 10:17,Mission,9,37,3,5,20,178,,,37
10954,733 Polk st,Tobacco Barn,POLK,SIDEWALK,1,2,,2016,8,37.783584,-122.419364,POINT (-122.419364137 37.783583791),1/29/2020 12:38,6/17/2024 10:17,Tenderloin,5,20,4,10,36,132,,1,20
11655,2301 FOLSOM ST,The Homestead,19TH,SIDEWALK,1,2,,2002,0,37.760391,-122.414503,POINT (-122.414502796 37.760391005),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,169,,,53
14349,2261 Market St,Bangin Hair Salon,Market St,SIDEWALK,1,2,,2021,11,,,POINT (-122.432361716 37.764917578),12/29/2021 16:46,6/17/2024 10:17,Castro/Upper Market,8,28,3,5,5,90,9,,28
8744,1021 Sanchez Street,Noe Valley Ministry,Sanchez Street,SIDEWALK,1,2,,2018,9,0,0,POINT (-122.429428762 37.752824481),1/29/2020 12:38,6/17/2024 10:17,Noe Valley,8,84,3,5,22,86,,,84
14081,150 Parker Avenue,One Fifty Parker Avenue School,Parker Avenue,SIDEWALK,2,4,,2021,1,,,POINT (-122.454425656 37.782791154),12/29/2021 16:46,6/17/2024 10:17,Presidio Heights,2,11,8,6,31,77,,,11
10970,2665 Mission Street,The Gray Area,MISSION,SIDEWALK,1,2,,2016,10,37.754411999999995,-122.418562,POINT (-122.418562431 37.754411726),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,87,,,53
12024,3125 16TH ST,Little Roxie Cinema,16TH,SIDEWALK,1,2,,2005,0,37.764618,-122.422401,POINT (-122.422401294 37.764618445),1/29/2020 12:38,6/17/2024 10:17,Mission,9,37,3,5,20,178,,,37
12166,251 6th Ave,Peabody Elementary School,06TH,SIDEWALK,3,6,,2016,7,37.783881,-122.464576,POINT (-122.46457585 37.783880707),1/29/2020 12:38,6/17/2024 10:17,Inner Richmond,1,5,8,4,11,97,,,5
10400,1314 CASTRO ST,Tierra Mia,CASTRO,SIDEWALK,1,2,,2003,0,37.750991,-122.434323,POINT (-122.434322794 37.750991006),1/29/2020 12:38,6/17/2024 10:17,Noe Valley,8,84,3,5,22,85,12,,84
12447,968 MARKET ST,St. Lukes Monteagle Medical Center,MARKET,SIDEWALK,1,2,,2010,0,37.783066999999996,-122.40981,POINT (-122.409809794 37.783067002),1/29/2020 12:38,6/17/2024 10:17,Tenderloin,5,20,5,10,36,131,6,1,20
8516,840 Irving Street,One Medical,Irving Street,SIDEWALK,1,2,,2018,7,0,0,POINT (-122.467309381 37.764132729),1/29/2020 12:38,6/17/2024 10:17,Inner Sunset,7,109,10,11,14,151,,,109
9273,1161 Mission Street,WeWork,MISSION,SIDEWALK,3,6,,2017,1,37.7781,-122.412221,POINT (-122.412221266 37.778100175),1/29/2020 12:38,6/17/2024 10:17,South of Market,6,32,1,10,34,181,7,1,32
20490,1525 Bryant Street,U-Haul,Bryant Street,SIDEWALK,2,4,,2023,1,,,POINT (-122.410703311 37.767779319),2/3/2023 15:21,6/17/2024 10:17,Mission,9,53,3,2,20,180,,,53
11715,1451 HAMPSHIRE ST,James Rolph Jr. Playground,26TH,SIDEWALK,1,2,,2012,2,37.749722,-122.406218,POINT (-122.406217998 37.749722416),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,164,,,53
9567,309 Clement,Burma Superstar,CLEMENT,SIDEWALK,1,2,,2017,1,37.782965,-122.462388,POINT (-122.462388171 37.782964551),1/29/2020 12:38,6/17/2024 10:17,Inner Richmond,1,5,8,4,11,98,,,5
9829,601 VAN NESS AVE,Opera Plaza and Peet's Coffee,VAN NESS,SIDEWALK,6,12,,2015,1,37.781169,-122.42089,POINT (-122.420889594 37.781168603),1/29/2020 12:38,6/17/2024 10:17,Western Addition,2,100,4,11,39,73,8,,100
21258,700 Howard Street,,Howard Street,SIDEWALK,3,6,,2023,4,,,POINT (-122.400602475 37.785012103),11/13/2023 15:39,6/17/2024 10:17,Financial District/South Beach,6,32,1,10,8,25,4,,32
11529,144 PAGE ST,Nick's Supermarket,PAGE,SIDEWALK,2,4,,2010,10,37.774238,-122.423219,POINT (-122.423218793 37.774238005),1/29/2020 12:38,6/17/2024 10:17,Hayes Valley,6,26,4,11,9,37,,,26
9916,2309 Bryant Street,Math Times Joy,BRYANT,SIDEWALK,1,2,,2017,4,37.757428,-122.409488,POINT (-122.409488361 37.757428476),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,195,,,53
9007,2293  Mission Street,Alba Ray's,Mission Street,SIDEWALK,1,2,,2018,5,0,0,POINT (-122.418945971 37.760463141),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,177,,,53
13505,1800 Bryant St,,Bryant St,SIDEWALK,1,2,,2020,3,,,POINT (-122.410362135 37.764181311),6/19/2020 15:02,6/17/2024 10:17,Mission,9,53,3,2,20,169,,,53
9382,1436 POLK ST,Polk Street Boxing Gym,POLK,SIDEWALK,1,2,,2012,5,37.790261,-122.420286,POINT (-122.420285791 37.790261003),1/29/2020 12:38,6/17/2024 10:17,Nob Hill,3,105,4,3,21,44,10,,105
9511,2925 16TH ST,Slate Bar,16TH,SIDEWALK,3,6,,2015,10,37.76508,-122.418049,POINT (-122.418048633 37.765080339),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,89,,,53
11169,420 TAYLOR ST,UNKNOWN,TAYLOR,SIDEWALK,1,2,,2003,0,37.786327,-122.411018,POINT (-122.411017793 37.786327003),1/29/2020 12:38,6/17/2024 10:17,Tenderloin,3,20,5,3,36,20,5,1,20
14412,599 18th Street,The Gantry,18th Street,SIDEWALK,2,4,,2021,12,,,POINT (-122.476988712 37.776829584),12/29/2021 16:46,6/17/2024 10:17,Outer Richmond,1,5,8,4,29,93,,,5
14002,1500 12th Ave,,12th Ave,SIDEWALK,1,2,,2020,12,,,POINT (-122.469260301 37.759983465),12/31/2020 12:21,6/17/2024 10:17,Inner Sunset,7,109,10,8,14,114,,,109
11880,2295 HARRISON ST,Mission Cliffs,HARRISON,ROADWAY,8,54,,2014,4,37.760911,-122.412321,POINT (-122.412320796 37.760911004),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,169,,,53
11292,2701 17TH ST,BoomBotix,17TH,SIDEWALK,1,2,,2002,0,37.764083,-122.410815,POINT (-122.410814496 37.764082754),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,169,,,53
11961,626 POLK ST,Tenderloin Housing Clinic,POLK,SIDEWALK,2,4,,2015,1,37.782727,-122.418885,POINT (-122.418884592 37.782726602),1/29/2020 12:38,6/17/2024 10:17,Tenderloin,5,20,5,10,36,132,,1,20
11939,1033 KEARNY ST,Lusty Lady Theater,KEARNY,SIDEWALK,1,2,,2010,0,37.797574999999995,-122.405721,POINT (-122.405720794 37.797575001),1/29/2020 12:38,6/17/2024 10:17,North Beach,3,106,6,3,23,47,1,,106
14336,500 Parnassus Ave,UCSF,Parnassus Ave,SIDEWALK,3,6,,2021,11,,,POINT (-122.458245352 37.763372511),12/29/2021 16:46,6/17/2024 10:17,Inner Sunset,7,110,7,11,14,116,,,110
11887,1 MARKET ST,Blush School of Makeup,MARKET,SIDEWALK,2,4,,2013,11,37.793867,-122.394852,POINT (-122.394851995 37.793866521),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,6,108,6,10,8,25,,,108
9683,992 VALENCIA ST,Dogpatch Biofuels,VALENCIA,SIDEWALK,1,2,,2010,0,37.757034999999995,-122.421418,POINT (-122.421417796 37.757035005),1/29/2020 12:38,6/17/2024 10:17,Mission,9,52,3,5,20,76,,,52
9029,395 HAYES ST,Caffe Delle Stelle,HAYES; GOUGH,SIDEWALK,2,4,,2015,1,37.776807999999996,-122.422757,POINT (-122.422757393 37.776807704),1/29/2020 12:38,6/17/2024 10:17,Hayes Valley,5,21,4,11,9,70,8,,21
12086,1386 PACIFIC AVE,UNKNOWN,PACIFIC,SIDEWALK,1,2,,2004,0,37.795654999999996,-122.417925,POINT (-122.417924791 37.795655003),1/29/2020 12:38,6/17/2024 10:17,Russian Hill,3,16,6,3,32,45,,,16
9446,110 SUTTER ST,One Medical Group,SUTTER,SIDEWALK,1,2,,2003,0,37.79022,-122.402684,POINT (-122.402683794 37.790220001),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,3,19,6,3,8,43,,,19
9138,555 Franklin St,SFUSD Office,FRANKLIN,SIDEWALK,1,2,,2016,7,37.779458,-122.421895,POINT (-122.421894662 37.779457726),1/29/2020 12:38,6/17/2024 10:17,Hayes Valley,5,21,4,11,9,70,,,21
21140,2883 Mission,0,Mission Street,SIDEWALK,1,2,,2023,11,,,POINT (-122.418249515 37.750860623),11/13/2023 15:31,6/17/2024 10:17,Mission,9,53,3,2,20,87,,,53
8840,5258 Mission Street,Mission Organic Center,Mission Street,SIDEWALK,1,2,,2017,9,0,0,POINT (-122.442418408 37.715178971),1/29/2020 12:38,6/17/2024 10:17,Outer Mission,11,80,9,1,28,122,,,80
20238,3850 17th Street,Castro Mission Health Ctr,17th Street,SIDEWALK,2,4,,2022,8,,,POINT (-122.431809495 37.762695424),2/3/2023 15:09,6/17/2024 10:17,Castro/Upper Market,8,38,3,5,5,88,,,38
14175,700 Illinois Street,Crane Cove Park,Illinois Street,SIDEWALK,2,4,,2021,3,,,POINT (-122.387794673 37.76297861),12/29/2021 16:46,6/17/2024 10:17,Potrero Hill,10,55,2,9,26,167,14,,55
10093,207 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,,2003,0,37.769615,-122.422046,POINT (-122.422045793 37.769615004),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,89,,,53
9106,2929 24TH ST,Live Fit Gym,24TH,SIDEWALK,1,2,,2003,0,37.752472,-122.410612,POINT (-122.410611798 37.752472005),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,194,,,53
9631,115 SANSOME ST,UNKNOWN,SANSOME,SIDEWALK,1,2,,2003,0,37.791422,-122.401025,POINT (-122.401024795 37.791422001),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,3,108,6,3,8,43,,,108
21225,3769 24th St,Iron & Mettle,24th St,SIDEWALK,2,4,,2023,2,,,POINT (-122.426754749 37.75169549),11/13/2023 15:39,6/17/2024 10:17,Noe Valley,8,52,3,5,22,84,,,52
10891,260 MADRID ST,Excelsior at Monroe,MADRID,SIDEWALK,1,2,,2013,3,37.725394,-122.430474,POINT (-122.430473798 37.725394009),1/29/2020 12:38,6/17/2024 10:17,Excelsior,11,90,9,1,7,157,,,90
10613,4800 03rd Street,Radio Africa,03RD,SIDEWALK,1,2,,2016,7,37.734829,-122.390777,POINT (-122.390776557 37.734829361),1/29/2020 12:38,6/17/2024 10:17,Bayview Hunters Point,10,87,2,9,1,26,,,87
10600,520 CLEMENT ST,Green Apple Books,CLEMENT,SIDEWALK,1,2,,2013,11,37.783184,-122.464872,POINT (-122.464871785 37.783184007),1/29/2020 12:38,6/17/2024 10:17,Inner Richmond,1,5,8,4,11,97,,,5
10465,1609 Clement St,Fairy Lake Discus Palace,CLEMENT,SIDEWALK,1,2,,2017,5,37.782333,-122.476416,POINT (-122.476415892 37.782332551),1/29/2020 12:38,6/17/2024 10:17,Outer Richmond,1,5,8,4,29,57,,,5
10771,845 OFARRELL ST,residential,OFARRELL,SIDEWALK,1,2,,2010,11,37.784821,-122.418566,POINT (-122.418565892 37.784821423),1/29/2020 12:38,6/17/2024 10:17,Tenderloin,5,20,5,10,36,101,,1,20
11920,1825 MARKET ST,Get Lost Travel Books,MARKET,SIDEWALK,1,2,,2002,0,37.771071,-122.42404,POINT (-122.424039794 37.771071005),1/29/2020 12:38,6/17/2024 10:17,Mission,8,27,1,5,20,178,9,,27
11559,256 Grant Avenue,Banana Republic,GRANT,SIDEWALK,2,4,,2017,1,37.789195,-122.405226,POINT (-122.405225762 37.789195309),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,3,19,6,3,8,43,5,,19
11648,739 LARKIN ST,UNKNOWN,LARKIN,SIDEWALK,1,2,,2003,0,37.784816,-122.418089,POINT (-122.418088793 37.784816003),1/29/2020 12:38,6/17/2024 10:17,Tenderloin,5,20,5,10,36,101,6,1,20
9961,1555 IRVING ST,Woodside International School,IRVING,SIDEWALK,1,2,,2010,0,37.763427,-122.474735,POINT (-122.474734786 37.763427009),1/29/2020 12:38,6/17/2024 10:17,Inner Sunset,7,109,10,11,14,153,,,109
8704,1001 Indiana Street,Woods Division ( SFMTA),Indiana Street,SIDEWALK,2,4,,2018,11,0,0,POINT (-122.391041141 37.757661187),1/29/2020 12:38,6/17/2024 10:17,Potrero Hill,10,55,2,9,26,167,14,,55
11831,510 VALENCIA ST,Five & Diamond,VALENCIA,SIDEWALK,1,2,,0,0,37.764659,-122.422147,POINT (-122.422146795 37.764659006),1/29/2020 12:38,6/17/2024 10:17,Mission,9,37,3,5,20,178,,,37
10174,1823 DIVISADERO ST,Yoga Works,DIVISADERO,SIDEWALK,2,4,,2006,0,37.786432,-122.440417,POINT (-122.440416789 37.786432004),1/29/2020 12:38,6/17/2024 10:17,Pacific Heights,2,103,8,6,30,5,,,103
11479,900 VALENCIA ST,Dog Eared Books,20TH,SIDEWALK,1,2,,0,0,37.75825,-122.421507,POINT (-122.421507095 37.758249746),1/29/2020 12:38,6/17/2024 10:17,Mission,9,52,3,5,20,76,,,52
